Time(s),Voltage(V)
5.600000000000000382e-07,4.000000000000000083e-02
5.700000000000000483e-07,0.000000000000000000e+00
5.800000000000000585e-07,8.000000000000000167e-02
5.899999999999999627e-07,4.000000000000000083e-02
5.999999999999999728e-07,8.000000000000000167e-02
6.099999999999999830e-07,0.000000000000000000e+00
6.199999999999999931e-07,4.000000000000000083e-02
6.300000000000000033e-07,0.000000000000000000e+00
6.400000000000000134e-07,8.000000000000000167e-02
6.500000000000000235e-07,0.000000000000000000e+00
6.600000000000000337e-07,0.000000000000000000e+00
6.700000000000000438e-07,0.000000000000000000e+00
6.800000000000000539e-07,-4.000000000000000083e-02
6.900000000000000641e-07,0.000000000000000000e+00
6.999999999999999683e-07,4.000000000000000083e-02
7.099999999999999785e-07,-4.000000000000000083e-02
7.199999999999999886e-07,8.000000000000000167e-02
7.299999999999999987e-07,0.000000000000000000e+00
7.400000000000000089e-07,0.000000000000000000e+00
7.500000000000000190e-07,4.000000000000000083e-02
7.600000000000000291e-07,0.000000000000000000e+00
7.700000000000000393e-07,4.000000000000000083e-02
7.800000000000000494e-07,0.000000000000000000e+00
7.900000000000000595e-07,4.000000000000000083e-02
7.999999999999999638e-07,8.000000000000000167e-02
8.099999999999999739e-07,-4.000000000000000083e-02
8.199999999999999841e-07,-4.000000000000000083e-02
8.299999999999999942e-07,0.000000000000000000e+00
8.400000000000000043e-07,0.000000000000000000e+00
8.500000000000000145e-07,0.000000000000000000e+00
8.600000000000000246e-07,8.000000000000000167e-02
8.700000000000000347e-07,0.000000000000000000e+00
8.800000000000000449e-07,-8.000000000000000167e-02
8.900000000000000550e-07,1.199999999999999956e-01
9.000000000000000652e-07,8.000000000000000167e-02
9.099999999999999694e-07,0.000000000000000000e+00
9.199999999999999795e-07,8.000000000000000167e-02
9.299999999999999897e-07,0.000000000000000000e+00
9.399999999999999998e-07,0.000000000000000000e+00
9.500000000000000100e-07,0.000000000000000000e+00
9.600000000000001260e-07,8.000000000000000167e-02
9.700000000000000302e-07,-4.000000000000000083e-02
9.799999999999999345e-07,-4.000000000000000083e-02
9.900000000000000505e-07,0.000000000000000000e+00
9.999999999999999547e-07,8.000000000000000167e-02
1.010000000000000071e-06,-8.000000000000000167e-02
1.019999999999999975e-06,0.000000000000000000e+00
1.030000000000000091e-06,0.000000000000000000e+00
1.039999999999999995e-06,0.000000000000000000e+00
1.050000000000000111e-06,8.000000000000000167e-02
1.060000000000000016e-06,8.000000000000000167e-02
1.069999999999999920e-06,8.000000000000000167e-02
1.080000000000000036e-06,4.000000000000000083e-02
1.089999999999999940e-06,4.000000000000000083e-02
1.100000000000000056e-06,0.000000000000000000e+00
1.109999999999999960e-06,0.000000000000000000e+00
1.120000000000000076e-06,4.000000000000000083e-02
1.129999999999999981e-06,-4.000000000000000083e-02
1.140000000000000097e-06,-8.000000000000000167e-02
1.150000000000000001e-06,0.000000000000000000e+00
1.160000000000000117e-06,0.000000000000000000e+00
1.170000000000000021e-06,4.000000000000000083e-02
1.179999999999999925e-06,4.000000000000000083e-02
1.190000000000000041e-06,4.000000000000000083e-02
1.199999999999999946e-06,0.000000000000000000e+00
1.210000000000000062e-06,0.000000000000000000e+00
1.219999999999999966e-06,-4.000000000000000083e-02
1.230000000000000082e-06,1.199999999999999956e-01
1.239999999999999986e-06,8.000000000000000167e-02
1.250000000000000102e-06,4.000000000000000083e-02
1.260000000000000007e-06,0.000000000000000000e+00
1.270000000000000123e-06,1.199999999999999956e-01
1.280000000000000027e-06,0.000000000000000000e+00
1.289999999999999931e-06,4.000000000000000083e-02
1.300000000000000047e-06,0.000000000000000000e+00
1.309999999999999951e-06,4.000000000000000083e-02
1.320000000000000067e-06,0.000000000000000000e+00
1.329999999999999972e-06,4.000000000000000083e-02
1.340000000000000088e-06,-4.000000000000000083e-02
1.349999999999999992e-06,-4.000000000000000083e-02
1.360000000000000108e-06,-4.000000000000000083e-02
1.370000000000000012e-06,-4.000000000000000083e-02
1.380000000000000128e-06,0.000000000000000000e+00
1.390000000000000032e-06,4.000000000000000083e-02
1.399999999999999937e-06,0.000000000000000000e+00
1.410000000000000053e-06,8.000000000000000167e-02
1.419999999999999957e-06,4.000000000000000083e-02
1.430000000000000073e-06,8.000000000000000167e-02
1.439999999999999977e-06,0.000000000000000000e+00
1.450000000000000093e-06,4.000000000000000083e-02
1.459999999999999997e-06,8.000000000000000167e-02
1.470000000000000113e-06,0.000000000000000000e+00
1.480000000000000018e-06,0.000000000000000000e+00
1.490000000000000134e-06,4.000000000000000083e-02
1.500000000000000038e-06,0.000000000000000000e+00
1.509999999999999942e-06,8.000000000000000167e-02
1.520000000000000058e-06,4.000000000000000083e-02
1.529999999999999963e-06,0.000000000000000000e+00
1.540000000000000079e-06,4.000000000000000083e-02
1.549999999999999983e-06,8.000000000000000167e-02
1.560000000000000099e-06,0.000000000000000000e+00
1.570000000000000003e-06,0.000000000000000000e+00
1.580000000000000119e-06,4.000000000000000083e-02
1.590000000000000023e-06,8.000000000000000167e-02
1.599999999999999928e-06,8.000000000000000167e-02
1.610000000000000044e-06,8.000000000000000167e-02
1.619999999999999948e-06,4.000000000000000083e-02
1.630000000000000064e-06,4.000000000000000083e-02
1.639999999999999968e-06,0.000000000000000000e+00
1.650000000000000084e-06,4.000000000000000083e-02
1.659999999999999988e-06,0.000000000000000000e+00
1.670000000000000104e-06,4.000000000000000083e-02
1.680000000000000009e-06,0.000000000000000000e+00
1.690000000000000125e-06,0.000000000000000000e+00
1.700000000000000029e-06,0.000000000000000000e+00
1.709999999999999933e-06,0.000000000000000000e+00
1.720000000000000049e-06,4.000000000000000083e-02
1.729999999999999953e-06,0.000000000000000000e+00
1.740000000000000069e-06,4.000000000000000083e-02
1.749999999999999974e-06,0.000000000000000000e+00
1.760000000000000090e-06,0.000000000000000000e+00
1.769999999999999994e-06,-4.000000000000000083e-02
1.780000000000000110e-06,0.000000000000000000e+00
1.790000000000000014e-06,0.000000000000000000e+00
1.800000000000000130e-06,4.000000000000000083e-02
1.810000000000000035e-06,4.000000000000000083e-02
1.819999999999999939e-06,4.000000000000000083e-02
1.830000000000000055e-06,0.000000000000000000e+00
1.839999999999999959e-06,8.000000000000000167e-02
1.850000000000000075e-06,0.000000000000000000e+00
1.859999999999999979e-06,0.000000000000000000e+00
1.870000000000000095e-06,4.000000000000000083e-02
1.880000000000000000e-06,0.000000000000000000e+00
1.890000000000000116e-06,0.000000000000000000e+00
1.900000000000000020e-06,0.000000000000000000e+00
1.909999999999999924e-06,-4.000000000000000083e-02
1.920000000000000252e-06,0.000000000000000000e+00
1.930000000000000156e-06,0.000000000000000000e+00
1.940000000000000060e-06,0.000000000000000000e+00
1.949999999999999965e-06,-4.000000000000000083e-02
1.959999999999999869e-06,-4.000000000000000083e-02
1.970000000000000197e-06,0.000000000000000000e+00
1.980000000000000101e-06,0.000000000000000000e+00
1.990000000000000005e-06,4.000000000000000083e-02
1.999999999999999909e-06,-4.000000000000000083e-02
2.010000000000000237e-06,-4.000000000000000083e-02
2.020000000000000142e-06,0.000000000000000000e+00
2.030000000000000046e-06,4.000000000000000083e-02
2.039999999999999950e-06,0.000000000000000000e+00
2.049999999999999854e-06,4.000000000000000083e-02
2.060000000000000182e-06,0.000000000000000000e+00
2.070000000000000086e-06,0.000000000000000000e+00
2.079999999999999991e-06,-4.000000000000000083e-02
2.089999999999999895e-06,-4.000000000000000083e-02
2.100000000000000223e-06,4.000000000000000083e-02
2.110000000000000127e-06,8.000000000000000167e-02
2.120000000000000031e-06,4.000000000000000083e-02
2.129999999999999935e-06,4.000000000000000083e-02
2.139999999999999840e-06,0.000000000000000000e+00
2.150000000000000167e-06,0.000000000000000000e+00
2.160000000000000072e-06,4.000000000000000083e-02
2.169999999999999976e-06,-4.000000000000000083e-02
2.179999999999999880e-06,8.000000000000000167e-02
2.190000000000000208e-06,-4.000000000000000083e-02
2.200000000000000112e-06,0.000000000000000000e+00
2.210000000000000016e-06,-4.000000000000000083e-02
2.219999999999999921e-06,0.000000000000000000e+00
2.230000000000000248e-06,0.000000000000000000e+00
2.240000000000000153e-06,4.000000000000000083e-02
2.250000000000000057e-06,4.000000000000000083e-02
2.259999999999999961e-06,4.000000000000000083e-02
2.269999999999999866e-06,4.000000000000000083e-02
2.280000000000000193e-06,0.000000000000000000e+00
2.290000000000000098e-06,4.000000000000000083e-02
2.300000000000000002e-06,-4.000000000000000083e-02
2.309999999999999906e-06,8.000000000000000167e-02
2.320000000000000234e-06,0.000000000000000000e+00
2.330000000000000138e-06,4.000000000000000083e-02
2.340000000000000042e-06,8.000000000000000167e-02
2.349999999999999947e-06,0.000000000000000000e+00
2.359999999999999851e-06,4.000000000000000083e-02
2.370000000000000179e-06,-8.000000000000000167e-02
2.380000000000000083e-06,0.000000000000000000e+00
2.389999999999999987e-06,8.000000000000000167e-02
2.399999999999999891e-06,0.000000000000000000e+00
2.410000000000000219e-06,4.000000000000000083e-02
2.420000000000000123e-06,-8.000000000000000167e-02
2.430000000000000028e-06,4.000000000000000083e-02
2.439999999999999932e-06,8.000000000000000167e-02
2.450000000000000260e-06,8.000000000000000167e-02
2.460000000000000164e-06,0.000000000000000000e+00
2.470000000000000068e-06,-4.000000000000000083e-02
2.479999999999999972e-06,1.199999999999999956e-01
2.489999999999999877e-06,0.000000000000000000e+00
2.500000000000000205e-06,0.000000000000000000e+00
2.510000000000000109e-06,4.000000000000000083e-02
2.520000000000000013e-06,4.000000000000000083e-02
2.529999999999999917e-06,-4.000000000000000083e-02
2.540000000000000245e-06,8.000000000000000167e-02
2.550000000000000149e-06,0.000000000000000000e+00
2.560000000000000054e-06,0.000000000000000000e+00
2.569999999999999958e-06,4.000000000000000083e-02
2.579999999999999862e-06,-8.000000000000000167e-02
2.590000000000000190e-06,-4.000000000000000083e-02
2.600000000000000094e-06,4.000000000000000083e-02
2.609999999999999998e-06,8.000000000000000167e-02
2.619999999999999903e-06,0.000000000000000000e+00
2.630000000000000230e-06,0.000000000000000000e+00
2.640000000000000135e-06,8.000000000000000167e-02
2.650000000000000039e-06,1.199999999999999956e-01
2.659999999999999943e-06,4.000000000000000083e-02
2.669999999999999847e-06,8.000000000000000167e-02
2.680000000000000175e-06,4.000000000000000083e-02
2.690000000000000079e-06,0.000000000000000000e+00
2.699999999999999984e-06,8.000000000000000167e-02
2.709999999999999888e-06,0.000000000000000000e+00
2.720000000000000216e-06,-4.000000000000000083e-02
2.730000000000000120e-06,4.000000000000000083e-02
2.740000000000000024e-06,0.000000000000000000e+00
2.749999999999999928e-06,-8.000000000000000167e-02
2.760000000000000256e-06,-4.000000000000000083e-02
2.770000000000000161e-06,0.000000000000000000e+00
2.780000000000000065e-06,4.000000000000000083e-02
2.789999999999999969e-06,8.000000000000000167e-02
2.799999999999999873e-06,4.000000000000000083e-02
2.810000000000000201e-06,-4.000000000000000083e-02
2.820000000000000105e-06,8.000000000000000167e-02
2.830000000000000010e-06,-8.000000000000000167e-02
2.839999999999999914e-06,4.000000000000000083e-02
2.850000000000000242e-06,0.000000000000000000e+00
2.860000000000000146e-06,-4.000000000000000083e-02
2.870000000000000050e-06,0.000000000000000000e+00
2.879999999999999954e-06,8.000000000000000167e-02
2.889999999999999859e-06,4.000000000000000083e-02
2.900000000000000186e-06,4.000000000000000083e-02
2.910000000000000091e-06,8.000000000000000167e-02
2.919999999999999995e-06,8.000000000000000167e-02
2.929999999999999899e-06,1.199999999999999956e-01
2.940000000000000227e-06,8.000000000000000167e-02
2.950000000000000131e-06,4.000000000000000083e-02
2.960000000000000035e-06,4.000000000000000083e-02
2.969999999999999940e-06,0.000000000000000000e+00
2.980000000000000267e-06,4.000000000000000083e-02
2.990000000000000172e-06,-4.000000000000000083e-02
3.000000000000000076e-06,0.000000000000000000e+00
3.009999999999999980e-06,4.000000000000000083e-02
3.019999999999999885e-06,4.000000000000000083e-02
3.030000000000000212e-06,-4.000000000000000083e-02
3.040000000000000117e-06,0.000000000000000000e+00
3.050000000000000021e-06,0.000000000000000000e+00
3.059999999999999925e-06,0.000000000000000000e+00
3.070000000000000253e-06,8.000000000000000167e-02
3.080000000000000157e-06,0.000000000000000000e+00
3.090000000000000061e-06,0.000000000000000000e+00
3.099999999999999966e-06,4.000000000000000083e-02
3.109999999999999870e-06,0.000000000000000000e+00
3.120000000000000198e-06,4.000000000000000083e-02
3.130000000000000102e-06,8.000000000000000167e-02
3.140000000000000006e-06,4.000000000000000083e-02
3.149999999999999910e-06,8.000000000000000167e-02
3.160000000000000238e-06,-4.000000000000000083e-02
3.170000000000000142e-06,4.000000000000000083e-02
3.180000000000000047e-06,0.000000000000000000e+00
3.189999999999999951e-06,4.000000000000000083e-02
3.199999999999999855e-06,1.199999999999999956e-01
3.210000000000000183e-06,0.000000000000000000e+00
3.220000000000000087e-06,4.000000000000000083e-02
3.229999999999999991e-06,0.000000000000000000e+00
3.239999999999999896e-06,0.000000000000000000e+00
3.250000000000000224e-06,-8.000000000000000167e-02
3.260000000000000128e-06,-4.000000000000000083e-02
3.270000000000000032e-06,0.000000000000000000e+00
3.279999999999999936e-06,0.000000000000000000e+00
3.290000000000000264e-06,0.000000000000000000e+00
3.300000000000000168e-06,0.000000000000000000e+00
3.310000000000000073e-06,4.000000000000000083e-02
3.319999999999999977e-06,0.000000000000000000e+00
3.329999999999999881e-06,0.000000000000000000e+00
3.340000000000000209e-06,0.000000000000000000e+00
3.350000000000000113e-06,4.000000000000000083e-02
3.360000000000000017e-06,4.000000000000000083e-02
3.369999999999999922e-06,4.000000000000000083e-02
3.380000000000000249e-06,-4.000000000000000083e-02
3.390000000000000154e-06,0.000000000000000000e+00
3.400000000000000058e-06,0.000000000000000000e+00
3.409999999999999962e-06,4.000000000000000083e-02
3.419999999999999866e-06,4.000000000000000083e-02
3.430000000000000194e-06,8.000000000000000167e-02
3.440000000000000098e-06,4.000000000000000083e-02
3.450000000000000003e-06,8.000000000000000167e-02
3.459999999999999907e-06,-4.000000000000000083e-02
3.470000000000000235e-06,0.000000000000000000e+00
3.480000000000000139e-06,0.000000000000000000e+00
3.490000000000000043e-06,0.000000000000000000e+00
3.499999999999999947e-06,0.000000000000000000e+00
3.510000000000000275e-06,0.000000000000000000e+00
3.520000000000000180e-06,8.000000000000000167e-02
3.530000000000000084e-06,0.000000000000000000e+00
3.539999999999999988e-06,1.199999999999999956e-01
3.549999999999999892e-06,4.000000000000000083e-02
3.560000000000000220e-06,-4.000000000000000083e-02
3.570000000000000124e-06,4.000000000000000083e-02
3.580000000000000029e-06,0.000000000000000000e+00
3.589999999999999933e-06,0.000000000000000000e+00
3.600000000000000261e-06,-4.000000000000000083e-02
3.610000000000000165e-06,-4.000000000000000083e-02
3.620000000000000069e-06,-4.000000000000000083e-02
3.629999999999999973e-06,-4.000000000000000083e-02
3.639999999999999878e-06,0.000000000000000000e+00
3.650000000000000205e-06,0.000000000000000000e+00
3.660000000000000110e-06,8.000000000000000167e-02
3.670000000000000014e-06,0.000000000000000000e+00
3.679999999999999918e-06,4.000000000000000083e-02
3.690000000000000246e-06,0.000000000000000000e+00
3.700000000000000150e-06,8.000000000000000167e-02
3.710000000000000054e-06,8.000000000000000167e-02
3.719999999999999959e-06,0.000000000000000000e+00
3.730000000000000286e-06,0.000000000000000000e+00
3.740000000000000191e-06,0.000000000000000000e+00
3.750000000000000095e-06,4.000000000000000083e-02
3.759999999999999999e-06,-4.000000000000000083e-02
3.769999999999999904e-06,0.000000000000000000e+00
3.780000000000000231e-06,0.000000000000000000e+00
3.790000000000000136e-06,0.000000000000000000e+00
3.800000000000000040e-06,0.000000000000000000e+00
3.809999999999999944e-06,0.000000000000000000e+00
3.819999999999999848e-06,0.000000000000000000e+00
3.829999999999999753e-06,4.000000000000000083e-02
3.840000000000000504e-06,4.000000000000000083e-02
3.850000000000000408e-06,0.000000000000000000e+00
3.860000000000000312e-06,1.199999999999999956e-01
3.870000000000000217e-06,8.000000000000000167e-02
3.880000000000000121e-06,1.199999999999999956e-01
3.890000000000000025e-06,4.000000000000000083e-02
3.899999999999999929e-06,0.000000000000000000e+00
3.909999999999999834e-06,4.000000000000000083e-02
3.919999999999999738e-06,0.000000000000000000e+00
3.930000000000000489e-06,4.000000000000000083e-02
3.940000000000000393e-06,0.000000000000000000e+00
3.950000000000000298e-06,4.000000000000000083e-02
3.960000000000000202e-06,4.000000000000000083e-02
3.970000000000000106e-06,0.000000000000000000e+00
3.980000000000000010e-06,0.000000000000000000e+00
3.989999999999999915e-06,0.000000000000000000e+00
3.999999999999999819e-06,8.000000000000000167e-02
4.009999999999999723e-06,-4.000000000000000083e-02
4.020000000000000475e-06,8.000000000000000167e-02
4.030000000000000379e-06,0.000000000000000000e+00
4.040000000000000283e-06,4.000000000000000083e-02
4.050000000000000187e-06,4.000000000000000083e-02
4.060000000000000092e-06,4.000000000000000083e-02
4.069999999999999996e-06,4.000000000000000083e-02
4.079999999999999900e-06,4.000000000000000083e-02
4.089999999999999804e-06,-4.000000000000000083e-02
4.099999999999999709e-06,0.000000000000000000e+00
4.110000000000000460e-06,0.000000000000000000e+00
4.120000000000000364e-06,4.000000000000000083e-02
4.130000000000000268e-06,0.000000000000000000e+00
4.140000000000000173e-06,4.000000000000000083e-02
4.150000000000000077e-06,0.000000000000000000e+00
4.159999999999999981e-06,-4.000000000000000083e-02
4.169999999999999885e-06,8.000000000000000167e-02
4.179999999999999790e-06,4.000000000000000083e-02
4.189999999999999694e-06,0.000000000000000000e+00
4.200000000000000445e-06,4.000000000000000083e-02
4.210000000000000349e-06,4.000000000000000083e-02
4.220000000000000254e-06,0.000000000000000000e+00
4.230000000000000158e-06,4.000000000000000083e-02
4.240000000000000062e-06,0.000000000000000000e+00
4.249999999999999966e-06,0.000000000000000000e+00
4.259999999999999871e-06,4.000000000000000083e-02
4.269999999999999775e-06,4.000000000000000083e-02
4.279999999999999679e-06,0.000000000000000000e+00
4.290000000000000431e-06,4.000000000000000083e-02
4.300000000000000335e-06,0.000000000000000000e+00
4.310000000000000239e-06,-4.000000000000000083e-02
4.320000000000000143e-06,4.000000000000000083e-02
4.330000000000000048e-06,4.000000000000000083e-02
4.339999999999999952e-06,0.000000000000000000e+00
4.349999999999999856e-06,-4.000000000000000083e-02
4.359999999999999760e-06,8.000000000000000167e-02
4.370000000000000512e-06,4.000000000000000083e-02
4.380000000000000416e-06,4.000000000000000083e-02
4.390000000000000320e-06,8.000000000000000167e-02
4.400000000000000224e-06,0.000000000000000000e+00
4.410000000000000129e-06,0.000000000000000000e+00
4.420000000000000033e-06,-8.000000000000000167e-02
4.429999999999999937e-06,4.000000000000000083e-02
4.439999999999999841e-06,4.000000000000000083e-02
4.449999999999999746e-06,4.000000000000000083e-02
4.460000000000000497e-06,0.000000000000000000e+00
4.470000000000000401e-06,0.000000000000000000e+00
4.480000000000000305e-06,4.000000000000000083e-02
4.490000000000000210e-06,4.000000000000000083e-02
4.500000000000000114e-06,0.000000000000000000e+00
4.510000000000000018e-06,4.000000000000000083e-02
4.519999999999999923e-06,8.000000000000000167e-02
4.529999999999999827e-06,-4.000000000000000083e-02
4.539999999999999731e-06,4.000000000000000083e-02
4.550000000000000482e-06,4.000000000000000083e-02
4.560000000000000387e-06,0.000000000000000000e+00
4.570000000000000291e-06,8.000000000000000167e-02
4.580000000000000195e-06,0.000000000000000000e+00
4.590000000000000099e-06,8.000000000000000167e-02
4.600000000000000004e-06,0.000000000000000000e+00
4.609999999999999908e-06,4.000000000000000083e-02
4.619999999999999812e-06,0.000000000000000000e+00
4.629999999999999716e-06,4.000000000000000083e-02
4.640000000000000468e-06,8.000000000000000167e-02
4.650000000000000372e-06,-1.199999999999999956e-01
4.660000000000000276e-06,8.000000000000000167e-02
4.670000000000000180e-06,4.000000000000000083e-02
4.680000000000000085e-06,-4.000000000000000083e-02
4.689999999999999989e-06,0.000000000000000000e+00
4.699999999999999893e-06,-4.000000000000000083e-02
4.709999999999999797e-06,4.000000000000000083e-02
4.719999999999999702e-06,0.000000000000000000e+00
4.730000000000000453e-06,4.000000000000000083e-02
4.740000000000000357e-06,-4.000000000000000083e-02
4.750000000000000262e-06,0.000000000000000000e+00
4.760000000000000166e-06,0.000000000000000000e+00
4.770000000000000070e-06,1.199999999999999956e-01
4.779999999999999974e-06,-4.000000000000000083e-02
4.789999999999999879e-06,8.000000000000000167e-02
4.799999999999999783e-06,-4.000000000000000083e-02
4.809999999999999687e-06,4.000000000000000083e-02
4.820000000000000438e-06,0.000000000000000000e+00
4.830000000000000343e-06,4.000000000000000083e-02
4.840000000000000247e-06,8.000000000000000167e-02
4.850000000000000151e-06,8.000000000000000167e-02
4.860000000000000055e-06,4.000000000000000083e-02
4.869999999999999960e-06,0.000000000000000000e+00
4.879999999999999864e-06,0.000000000000000000e+00
4.889999999999999768e-06,4.000000000000000083e-02
4.900000000000000519e-06,4.000000000000000083e-02
4.910000000000000424e-06,8.000000000000000167e-02
4.920000000000000328e-06,0.000000000000000000e+00
4.930000000000000232e-06,0.000000000000000000e+00
4.940000000000000136e-06,4.000000000000000083e-02
4.950000000000000041e-06,0.000000000000000000e+00
4.959999999999999945e-06,-8.000000000000000167e-02
4.969999999999999849e-06,-4.000000000000000083e-02
4.979999999999999753e-06,0.000000000000000000e+00
4.990000000000000505e-06,-4.000000000000000083e-02
