S0,S1,S2,S3
6.193369328975679711e-01,-2.967063628511825563e-02,1.434110709724336352e-01,6.019871155567670939e-01
6.282787919044495739e-01,5.849882126331067411e-01,-4.837204134946661988e-02,-2.246806864613974386e-01
6.176442503929138184e-01,-3.223700023399942993e-01,4.585137095582468847e-01,-2.600708212166867872e-01
6.284665465354920544e-01,2.688326755387606681e-01,-5.005035893100286959e-01,-2.692806012028088336e-01
