S0,S1,S2,S3
1.033148502437914340e+00,6.686220085162049021e-01,8.499963019830214517e-01,3.161798782804282615e-01
1.036788931854105256e+00,6.609544252192870450e-01,8.792198592906016463e-01,3.195731675106847636e-01
1.039289792976739069e+00,6.518679726798900509e-01,8.987830708602305707e-01,3.228925431967321624e-01
1.039060307750575340e+00,6.398664359616400565e-01,9.049707977625075506e-01,3.253604704680171378e-01
1.043615521239116051e+00,6.369203301350515600e-01,9.290102252996264021e-01,3.318725743809738948e-01
1.047840659729025292e+00,6.299393941255019280e-01,9.529758512123592817e-01,3.305806785693375938e-01
1.048724436625586787e+00,6.186294428138369161e-01,9.567143136819014071e-01,3.290038424824773267e-01
1.051563120589438682e+00,6.146998312451127378e-01,9.789529582614681091e-01,3.338704335650365396e-01
1.052912683813335804e+00,6.079234826945485448e-01,9.995872056445348486e-01,3.335427541136755658e-01
1.050584269684613048e+00,5.950282205572062777e-01,9.999651189626704850e-01,3.259903813500747982e-01
1.049967931343972261e+00,5.845833053691871228e-01,1.005874473049276130e+00,3.263031506167730078e-01
1.051488882938421465e+00,5.760649111445569348e-01,1.018860404856762880e+00,3.260334337095260326e-01
1.051379688916396438e+00,5.650215841595768174e-01,1.027167749127806617e+00,3.186659381945075586e-01
1.054828084493069751e+00,5.574962701215526728e-01,1.047074334785736749e+00,3.136785047927617143e-01
1.056109299335490137e+00,5.452751178389564357e-01,1.061171260297184116e+00,3.112788714559744374e-01
1.057984459357144358e+00,5.359742727361087589e-01,1.074346635169017627e+00,3.043047717035817223e-01
1.057981134881460505e+00,5.291080843032752723e-01,1.088985446443797800e+00,2.966672136565206008e-01
1.055948833934769793e+00,5.144904442129024646e-01,1.088117851692981031e+00,2.859267473661457060e-01
1.053816761733335605e+00,5.033967250497833890e-01,1.082603522728731837e+00,2.781076588313052267e-01
1.054227229514535846e+00,4.965215288926065895e-01,1.094339762169015629e+00,2.697712229569440567e-01
1.052074435637954553e+00,4.857554605392389036e-01,1.094541856719538409e+00,2.597354523302075613e-01
1.048949524647716958e+00,4.720746492019488594e-01,1.086116138940011355e+00,2.496188953599220717e-01
1.050892511057277989e+00,4.676562642238772383e-01,1.102016059319227415e+00,2.449395426419984922e-01
1.050451799653280283e+00,4.604978969616685958e-01,1.109074009890159251e+00,2.354704628925947119e-01
1.049162934715769158e+00,4.526324777163022728e-01,1.108549776616537308e+00,2.253105436846823961e-01
1.046533982963290921e+00,4.431197557132612319e-01,1.106665047175696248e+00,2.135284040978252529e-01
1.047750540080571335e+00,4.398038825499971383e-01,1.116577146120209418e+00,2.035794388942510913e-01
1.044926051759582419e+00,4.314906948238355078e-01,1.105941194098479352e+00,1.919564375292139857e-01
1.042130053157453773e+00,4.223764385238584218e-01,1.100123773377889025e+00,1.788162871302591550e-01
1.038649996546228582e+00,4.120524013387145135e-01,1.086535054016017909e+00,1.630946609881337439e-01
1.038265082579066245e+00,4.079985055399209526e-01,1.088355645589518250e+00,1.531498648528601680e-01
1.034307162284051840e+00,3.970909631457360534e-01,1.078616159778641892e+00,1.387612201876262108e-01
1.029776143172778768e+00,3.871168621637861018e-01,1.063770168705187036e+00,1.220787578588285044e-01
1.026750318172797494e+00,3.807907871894911644e-01,1.053375596890265609e+00,1.086652384568257829e-01
1.024844378556813984e+00,3.756603350403736608e-01,1.051155188425890730e+00,9.688038007724276979e-02
1.020563557382711428e+00,3.645638510620533568e-01,1.030670569779096546e+00,7.664356201287354786e-02
1.019719112638597380e+00,3.626786760509629337e-01,1.025773497706299331e+00,6.424233037343748953e-02
1.019150070742472547e+00,3.599414996789395138e-01,1.023903319559270830e+00,5.227100495706614447e-02
1.013202227780359177e+00,3.509329738392086839e-01,1.001756163715753489e+00,3.584295993417350307e-02
1.011598954163644093e+00,3.476600305935980684e-01,9.889125366661445371e-01,1.816418209597339684e-02
1.009711892082691298e+00,3.477471789978590078e-01,9.840780707998867394e-01,6.664420743399480755e-03
1.004340153066787034e+00,3.404094821794483305e-01,9.591429377683506896e-01,-1.244207113481966658e-02
9.995488134235932520e-01,3.363992117832972917e-01,9.395131574083248616e-01,-2.910975177034579378e-02
9.985532119894398040e-01,3.336795859470723102e-01,9.323024392269889660e-01,-4.285978851167750875e-02
9.916273118935805542e-01,3.292030571788042148e-01,9.046609646686059047e-01,-5.594054058524514095e-02
9.878476926467057995e-01,3.270636298122837071e-01,8.892834659016157772e-01,-6.961220318613497993e-02
9.848787599774322388e-01,3.289453401776081809e-01,8.784779061996345062e-01,-8.166810590754100541e-02
9.818290327314947996e-01,3.301539998780324003e-01,8.611216767913164594e-01,-9.860511420839263019e-02
9.772702248578245543e-01,3.324460554031241633e-01,8.362987338784506619e-01,-1.115176219658268186e-01
9.741995038392953221e-01,3.339860900710541203e-01,8.214058595098017168e-01,-1.248130661050179391e-01
9.687403610493059425e-01,3.346647553742891357e-01,7.953198226382220959e-01,-1.393071423611651760e-01
9.642670261104686613e-01,3.338306479768056723e-01,7.710936678959580126e-01,-1.517683089809879760e-01
9.598868181143710432e-01,3.366226224639680131e-01,7.488993646118238257e-01,-1.611688587237370407e-01
9.600755041801234402e-01,3.463085013177717997e-01,7.477157592882642811e-01,-1.711172301248520267e-01
9.556379605597039584e-01,3.472037709415075613e-01,7.258671940024137292e-01,-1.831483678563176898e-01
9.522673521521362039e-01,3.491966302590897020e-01,7.026453375774308618e-01,-1.932907751242573802e-01
9.511066118989939255e-01,3.566015269522112563e-01,6.899220502765388563e-01,-1.988111257656421937e-01
9.486224194828213330e-01,3.604855868950467279e-01,6.693938335488185398e-01,-2.063370218336847139e-01
9.430744838044152756e-01,3.587553910852006034e-01,6.356794121818610810e-01,-2.160222120294684467e-01
9.416768783747178073e-01,3.663633189110412913e-01,6.176944071024356164e-01,-2.231696910367765574e-01
9.396763397704368526e-01,3.768628091648041911e-01,6.040676920047255427e-01,-2.318318316979044169e-01
9.344937623189463194e-01,3.793847447846249721e-01,5.731050110266465714e-01,-2.433717858559116820e-01
9.310855234446666628e-01,3.857947014799418262e-01,5.555958092100197199e-01,-2.498705819329589961e-01
9.273850895688056095e-01,3.944952881372490450e-01,5.318452823306997201e-01,-2.546054310785522135e-01
9.235796678410101990e-01,4.002624651731205296e-01,5.097802648664997438e-01,-2.589550986446799152e-01
9.226639051033649341e-01,4.093372960149511131e-01,4.922953160366474457e-01,-2.602143687556783824e-01
9.226831781995479265e-01,4.205945155343148723e-01,4.816382394369138620e-01,-2.620952193272712560e-01
9.212477145268596068e-01,4.298296144203921365e-01,4.632573535105010687e-01,-2.662736909512318784e-01
9.184958207293983934e-01,4.377094201154588804e-01,4.455802510262965588e-01,-2.686760913596875078e-01
9.180558714668954901e-01,4.506835972441354810e-01,4.356252409884908694e-01,-2.693848330179350881e-01
9.164984293445679331e-01,4.596897982349252842e-01,4.208424360235077932e-01,-2.683924138935378512e-01
9.128656923455737981e-01,4.700389136447455374e-01,4.020292286138145155e-01,-2.686163557498776333e-01
9.107411297963752261e-01,4.795070378831943758e-01,3.850785726368546880e-01,-2.646643223209250717e-01
9.106163878016462210e-01,4.893146712033166756e-01,3.753947232406421031e-01,-2.620807142144922497e-01
9.075479978417353433e-01,4.971320157667822870e-01,3.498353807065057164e-01,-2.583817859639718217e-01
9.065308216135895547e-01,5.050848505977010294e-01,3.364344794698756469e-01,-2.553567740076917447e-01
9.073362687404837867e-01,5.166161583385388001e-01,3.295723743727375643e-01,-2.500682427843897715e-01
9.048428124655838456e-01,5.252617674328895481e-01,3.096737192778614700e-01,-2.458422999005466514e-01
9.052716966703175938e-01,5.383262733407699896e-01,2.982503677451591173e-01,-2.405539402780092484e-01
9.108095739782968714e-01,5.558597199607359096e-01,3.146300027623667450e-01,-2.318429851918910323e-01
9.100117217357798216e-01,5.680923940699281749e-01,3.058591685793594639e-01,-2.229536871426474609e-01
9.087231381450079359e-01,5.741878712991219658e-01,2.926462928358090632e-01,-2.153090472733875937e-01
9.113707626114011529e-01,5.858959086364727842e-01,2.959815019567943462e-01,-2.081339706682925339e-01
9.116130890419772426e-01,5.934789024130429080e-01,2.910145422147986660e-01,-2.001360510126699577e-01
9.096161566490705841e-01,5.968033072442354703e-01,2.738669542461251716e-01,-1.905559630223994105e-01
9.111532304709538677e-01,6.053498040191989116e-01,2.687159534327711041e-01,-1.820058973086247922e-01
9.135413078073838511e-01,6.147652394120310948e-01,2.680467444476956618e-01,-1.722380181262422871e-01
9.135626821450834045e-01,6.217656832338601669e-01,2.675013975296545166e-01,-1.598595953017996341e-01
9.156627054457503467e-01,6.289467764964629115e-01,2.690525954931350383e-01,-1.477026382277943362e-01
9.183327241364918070e-01,6.371723170688766702e-01,2.747716866501349053e-01,-1.380321571622576404e-01
9.189999392314780469e-01,6.431842147372285323e-01,2.743582714158410707e-01,-1.277868049796513639e-01
9.205822506003967787e-01,6.513726433443952635e-01,2.820971287196810673e-01,-1.149820325080606748e-01
9.245954199908834603e-01,6.617071631388794506e-01,2.901199262788737854e-01,-1.023236590412719416e-01
9.282016683915604860e-01,6.740089212249821271e-01,3.049931879777201815e-01,-8.659257937555632501e-02
9.295369042452258368e-01,6.814383222546726016e-01,3.078852102310983274e-01,-7.268913632648120460e-02
9.310301403757422767e-01,6.890818777745972845e-01,3.114403380075146388e-01,-5.781173560733981337e-02
9.343755391179152658e-01,6.968998464119594560e-01,3.215126292041784462e-01,-4.255321687980368611e-02
9.391937399327677793e-01,7.034331241526365908e-01,3.405411624078948374e-01,-2.634375650746242220e-02
9.406655389862600414e-01,7.060717739517484715e-01,3.469833523768649508e-01,-1.316222369965394309e-02
9.435420697299399251e-01,7.112042486546521491e-01,3.568584948089728037e-01,1.973040394759762329e-03
9.486541055483929119e-01,7.161601754708319945e-01,3.800829048138257282e-01,1.772185000107275379e-02
9.510652490122577518e-01,7.193690727951679298e-01,3.906222424320117126e-01,3.364674138844814949e-02
9.515913433884822803e-01,7.191471646467216816e-01,3.894253081324433596e-01,4.761302645029549113e-02
9.570384452740858805e-01,7.249519824875984009e-01,4.108888833279491504e-01,6.399944663068320161e-02
9.587377778679361251e-01,7.263348353200934637e-01,4.228977793819154174e-01,7.782331122502489373e-02
9.613951339572768262e-01,7.267550832547610140e-01,4.324667762493129008e-01,9.312538917127362315e-02
9.669506827266478588e-01,7.299628338635538727e-01,4.538733327808920914e-01,1.076837482523421707e-01
9.699527165278878371e-01,7.316074438818488401e-01,4.727465488848230368e-01,1.216021143310091202e-01
9.711515706914530810e-01,7.299589648073911974e-01,4.766445515054105186e-01,1.346479745629282077e-01
9.770219428178774645e-01,7.314213857345578385e-01,5.036102406173452728e-01,1.501887593418635980e-01
9.822201976775610799e-01,7.327622893823371175e-01,5.316921831534977549e-01,1.661599637209919544e-01
9.853222223038908822e-01,7.341995443041913205e-01,5.530921303317417603e-01,1.814633334241191054e-01
9.900097153295759345e-01,7.346279633997971903e-01,5.766750842544019484e-01,1.958222000656818507e-01
9.957896988427052953e-01,7.371387775311416535e-01,6.136045936099224773e-01,2.089011991139635982e-01
9.985742050209939213e-01,7.364852396002000701e-01,6.286967894841984927e-01,2.199951345742083564e-01
1.002860565770318235e+00,7.370520697184407277e-01,6.492162349338439498e-01,2.299007751294535884e-01
1.007633349512585985e+00,7.331577556080388636e-01,6.703707489021764054e-01,2.390615776967911776e-01
1.012983189944102635e+00,7.295490135423398081e-01,6.960211205293199699e-01,2.488506591990433114e-01
1.014212438634580993e+00,7.206012072777023825e-01,7.021464080264827601e-01,2.584045952639275057e-01
1.019418868738215078e+00,7.182620698059111186e-01,7.281987756731872485e-01,2.693268100222345751e-01
1.019593143651149170e+00,7.094502534040159070e-01,7.389869410734279942e-01,2.778521841747311205e-01
1.021247897369452318e+00,7.005933275873338362e-01,7.529195105829100676e-01,2.852345939273820963e-01
1.024340815035012842e+00,6.965793154922064190e-01,7.777758202130640175e-01,2.950983698464564320e-01
1.029297050500366018e+00,6.913060370307255731e-01,8.022951336116213028e-01,3.003292934689341109e-01
1.029871299147689268e+00,6.802164360227868078e-01,8.144644827384623920e-01,3.058592712333512154e-01
1.035376763831756808e+00,6.754165629006688709e-01,8.473232105234429490e-01,3.113814915229002889e-01
1.037139243534811017e+00,6.666438739851665574e-01,8.613526821034017678e-01,3.148175201184222338e-01
1.036013593421611256e+00,6.553283265170851690e-01,8.626260977235932215e-01,3.190539153931457039e-01
1.037335642729120710e+00,6.475687761981486767e-01,8.846487817051666980e-01,3.263759847037119854e-01
1.038925128289343025e+00,6.393206229149546171e-01,9.023988651008646444e-01,3.280660629658591620e-01
1.038396055262936102e+00,6.271538246433316921e-01,9.039390196113912257e-01,3.297347968233615978e-01
1.041784969011530837e+00,6.231265588442679304e-01,9.300604585806266922e-01,3.339809677196733939e-01
1.047534632461591064e+00,6.190520632025094949e-01,9.619888672834943089e-01,3.343501870127001951e-01
1.048228894419405810e+00,6.066456205034476135e-01,9.698103127985109317e-01,3.288816561297777108e-01
1.050277878879887217e+00,5.972071736947895948e-01,9.865458260581124739e-01,3.304707257760783334e-01
1.054689616512914929e+00,5.929639573489045024e-01,1.016012567926787513e+00,3.293399360227786676e-01
1.055393525027603641e+00,5.826428481882459653e-01,1.030602972175395982e+00,3.266396880301952743e-01
1.054134844795052484e+00,5.689667860770196706e-01,1.034692632030253856e+00,3.212431991129587328e-01
1.056840407051081732e+00,5.641550601759454109e-01,1.059161448605938416e+00,3.221524077915751127e-01
1.058862822986837315e+00,5.550640012412264568e-01,1.074959404010719100e+00,3.172869657615116079e-01
1.057765430216125679e+00,5.414746289150987879e-01,1.076650197769823070e+00,3.096930617115685735e-01
1.058713363963918574e+00,5.328778507081837201e-01,1.084985296722414283e+00,3.061291569141328384e-01
1.059314856130654237e+00,5.258376876004250411e-01,1.098820689566269770e+00,3.001277433154821428e-01
1.059324633397714210e+00,5.164786936673821938e-01,1.098942281537738541e+00,2.908753440307905169e-01
1.057875748552186801e+00,5.088710039398711693e-01,1.104429930857597553e+00,2.835537548749086367e-01
1.057849685076755808e+00,5.007776206320716517e-01,1.115032408747345771e+00,2.808990356195342208e-01
1.054362307773115459e+00,4.869108076176790201e-01,1.109700147352413291e+00,2.669621637605308906e-01
1.053857552334851677e+00,4.793274529289773267e-01,1.112319912904501384e+00,2.588313146110797769e-01
1.052725751503334140e+00,4.718455480901138643e-01,1.121548762642208485e+00,2.506310950104636004e-01
1.051751663269693271e+00,4.622242078341294302e-01,1.120529174485024981e+00,2.403608995855765207e-01
1.048439758261037857e+00,4.510881644741989160e-01,1.114717103893346106e+00,2.258686420343509749e-01
1.049019731687219847e+00,4.465370379686847135e-01,1.122910384630775305e+00,2.189131671639490129e-01
1.048369319529450783e+00,4.365723957980205405e-01,1.124469574765968094e+00,2.060402312176558837e-01
1.043472118239381352e+00,4.217211948078357087e-01,1.108784369502650913e+00,1.919339866264297423e-01
1.041158887292849666e+00,4.127019800574291963e-01,1.104118935569521787e+00,1.778996161768222062e-01
1.039192805060729752e+00,4.050884704868358277e-01,1.097708644568385905e+00,1.652217399511575757e-01
1.035881862909969753e+00,3.943732741171104839e-01,1.088990691999694782e+00,1.503706588654094289e-01
1.028941968346698710e+00,3.830040652376899835e-01,1.067279525729051270e+00,1.346110623751051449e-01
1.026323098712505821e+00,3.764644378234208721e-01,1.055443450869865130e+00,1.219834686472425628e-01
1.024495347272813106e+00,3.724087893587443854e-01,1.049868954063156279e+00,1.088053826584211847e-01
1.022354622842567284e+00,3.662184034681353340e-01,1.039943396963232791e+00,9.557305229754038678e-02
1.019112181539171491e+00,3.601392155102451365e-01,1.027260765297549172e+00,7.956014736425795486e-02
1.019242987357259267e+00,3.577337848254893982e-01,1.027959481459457924e+00,6.713609696868209908e-02
1.018535727091223864e+00,3.553111056072953966e-01,1.028386527347306068e+00,5.097571925800478687e-02
1.013102611535832365e+00,3.468998171874908554e-01,1.004614172816764572e+00,3.376965297319865777e-02
1.010157391435836383e+00,3.439216191955594693e-01,9.926752550656167129e-01,1.770212534069881896e-02
1.007130716254633462e+00,3.399425765871877947e-01,9.812539901460498593e-01,2.994640000782439453e-03
1.003798103375343809e+00,3.394571689809142145e-01,9.640363550223962630e-01,-1.139298950295104806e-02
9.990069573442157402e-01,3.357135472276520094e-01,9.405206722781622730e-01,-2.462619426563854991e-02
9.991154365086457600e-01,3.363819183725985096e-01,9.368622754611831693e-01,-3.660322026539755691e-02
9.972210771834162379e-01,3.384145338013218596e-01,9.289017409507194234e-01,-5.069238593799263448e-02
9.914570711786391266e-01,3.362142965803589512e-01,9.033255227566174828e-01,-6.489741964923415041e-02
9.884255222216613568e-01,3.341657824435267932e-01,8.867429412679412870e-01,-8.020989633681714637e-02
9.847812732832760263e-01,3.358064992864865927e-01,8.708180619955869783e-01,-9.492118674275616674e-02
9.780592104214772542e-01,3.327400315919940010e-01,8.434860347551625948e-01,-1.096598600802291407e-01
9.722599521989241378e-01,3.317041937371892346e-01,8.153083296349009634e-01,-1.224283565762734755e-01
9.701039852291644117e-01,3.363158921090840803e-01,8.026509640607264462e-01,-1.339071075559459256e-01
9.638712127306244826e-01,3.350121166565156461e-01,7.751334024924408928e-01,-1.479907167954796210e-01
9.583760046617899597e-01,3.328126776992010871e-01,7.437029023586767540e-01,-1.626256770196961854e-01
9.551989455702606380e-01,3.369040108865664074e-01,7.252681808171888012e-01,-1.762058437199379712e-01
9.519093982926922770e-01,3.354254396878346700e-01,7.016895600013087764e-01,-1.886449413773296224e-01
9.468565106775208573e-01,3.365386235553358696e-01,6.732709673757324431e-01,-2.006098534675582190e-01
9.442773372105344176e-01,3.414588453316506622e-01,6.512605808841465116e-01,-2.090242160266670146e-01
9.417919730452241067e-01,3.467987144328634752e-01,6.329158745919608586e-01,-2.158301817144368806e-01
9.383895393393882900e-01,3.533204771020643231e-01,6.137589293835180593e-01,-2.227480845733954273e-01
9.344194361152490247e-01,3.611082657511848759e-01,5.923371078247835486e-01,-2.316200801413765553e-01
9.319435428779346831e-01,3.679965425117107114e-01,5.756661590667887518e-01,-2.373594502935952311e-01
9.295602634654785978e-01,3.750091348976546946e-01,5.589836140847803669e-01,-2.466307720978471729e-01
9.286992662364701445e-01,3.878385538410924482e-01,5.551529798277534677e-01,-2.507881462790036986e-01
9.264493745377343492e-01,3.946121909031347630e-01,5.351726178878916107e-01,-2.554226797490573020e-01
9.218774322198285409e-01,4.017079602473360156e-01,5.109831608864573438e-01,-2.625035093658822927e-01
9.210421494731442227e-01,4.124338182528821117e-01,4.922424120331778674e-01,-2.664904658836855234e-01
9.186242268232051034e-01,4.226814365442858601e-01,4.742489106219334172e-01,-2.662238917439620489e-01
9.140493139051301119e-01,4.255911183785507923e-01,4.401375151287184040e-01,-2.712553015603018647e-01
9.107323207257378428e-01,4.347862411742409172e-01,4.176400108554851887e-01,-2.732139282814970982e-01
9.108576856706346314e-01,4.454138295555900018e-01,4.099675557132674841e-01,-2.697436909983786935e-01
9.061325047846554570e-01,4.515914836420889533e-01,3.857346816158669367e-01,-2.727253458751517923e-01
9.049529084410937729e-01,4.594626376333422191e-01,3.703191616388639695e-01,-2.722931864713923344e-01
9.064524582049557910e-01,4.744144628938239405e-01,3.688321566911647031e-01,-2.690428005236014108e-01
9.054552628118650581e-01,4.824361119885567373e-01,3.510812195187692497e-01,-2.668473320452853792e-01
9.056725389354449707e-01,4.952312117988593165e-01,3.389569905642845216e-01,-2.629114675142676383e-01
9.075257253267088320e-01,5.083391302925865940e-01,3.363192717854401881e-01,-2.557191110362334596e-01
9.044842894875477768e-01,5.163913273505680301e-01,3.194769084855322294e-01,-2.489773597321991161e-01
9.047624265586257097e-01,5.291155767427979661e-01,3.120955829569754814e-01,-2.398351479365236072e-01
9.073324048720261548e-01,5.404962888412232491e-01,3.185544107499750366e-01,-2.314399567126836366e-01
9.067262761875568566e-01,5.510819326146636499e-01,2.989166446536286603e-01,-2.281482397703668008e-01
9.054804886686290688e-01,5.611728436300049694e-01,2.809990538694392970e-01,-2.226204566273406737e-01
9.095309124251937938e-01,5.780243349354908799e-01,2.865936568255769701e-01,-2.142619109215917472e-01
9.057053315259619986e-01,5.815261359612801106e-01,2.619493008511463161e-01,-2.103407876369214335e-01
9.044677307902031504e-01,5.927413601876011517e-01,2.498162902342659086e-01,-2.034043704238514827e-01
9.052017253263150431e-01,6.004662883452095423e-01,2.528364587532958008e-01,-1.900073068608441329e-01
9.056487916790018078e-01,6.065237799119432838e-01,2.488373558797163099e-01,-1.788010964010764980e-01
9.060289371364818045e-01,6.126765831490654790e-01,2.436753958893381478e-01,-1.686421668990644440e-01
9.110312156914379678e-01,6.254415413145355540e-01,2.592894362021486709e-01,-1.560264237690554556e-01
9.116757415300595913e-01,6.313759261112410481e-01,2.539120769815879641e-01,-1.464102981313410712e-01
9.143310011257580472e-01,6.417470875753535919e-01,2.593289342883465798e-01,-1.323956890840327083e-01
9.193551588595558766e-01,6.535643281007696981e-01,2.766766430462667681e-01,-1.190782870182228032e-01
9.207273670740693250e-01,6.601091960613459930e-01,2.760528619844198062e-01,-1.069227035783019003e-01
9.232746795845311327e-01,6.658769655188587766e-01,2.794260385597330254e-01,-9.443205470879988128e-02
9.273901775443214035e-01,6.743172779214432477e-01,2.919351834008100943e-01,-7.890297854043888670e-02
9.294576351721590690e-01,6.805089908836918777e-01,3.006152272180417917e-01,-6.828891310937401649e-02
9.324156769476030782e-01,6.888182418188968370e-01,3.104410704109594743e-01,-5.430028641865824318e-02
9.360466308132353586e-01,6.964178709525391531e-01,3.262501396661132147e-01,-3.856446921475039508e-02
9.375302256831705705e-01,7.027131219133018192e-01,3.341735937569104697e-01,-2.455300222486428083e-02
9.395331449132443558e-01,7.082525291005906665e-01,3.441418269698349741e-01,-8.082223917878562577e-03
9.425736749030370065e-01,7.110807009526101119e-01,3.508722268867078276e-01,8.254583042656778516e-03
9.440575097963718187e-01,7.149545501659375635e-01,3.593609225994762735e-01,2.578182292975901568e-02
9.483062287871282248e-01,7.211541331437727465e-01,3.768841893832730050e-01,3.999369083705558992e-02
9.517547622779434224e-01,7.242927312758576930e-01,3.918449326181506209e-01,5.673201659993620805e-02
9.575858480189861632e-01,7.303866755032550895e-01,4.105633068483955928e-01,7.238729089734997901e-02
9.620490861215992284e-01,7.337481264950161952e-01,4.334838570377628764e-01,8.606226052563155371e-02
9.670129697012577186e-01,7.357057939702301708e-01,4.521023345072523458e-01,9.907212395593364973e-02
9.688988908388098675e-01,7.352835957231054209e-01,4.632356275023693515e-01,1.138209260657893213e-01
9.742061549680056665e-01,7.383753070037539779e-01,4.830614086475973346e-01,1.322225183815232408e-01
9.755554520114302353e-01,7.367712381776989616e-01,4.998064109440473746e-01,1.473871143364315905e-01
9.771365941051505244e-01,7.321008034202983739e-01,5.075499003297014866e-01,1.615309967095175381e-01
9.804829518111604081e-01,7.293158255489563535e-01,5.257189472471015534e-01,1.749116678636505051e-01
9.843418026736983073e-01,7.283990135240479002e-01,5.485733232683590588e-01,1.894990135832837763e-01
9.891654276073927887e-01,7.291287241208554981e-01,5.746685795475828806e-01,2.027105677532990147e-01
9.940730660624044202e-01,7.276036719852678747e-01,5.957266528447020537e-01,2.138759846611911208e-01
1.000587579736925026e+00,7.289828333566115148e-01,6.271157518071941439e-01,2.264511854444060113e-01
1.005661804473979126e+00,7.273009844022710890e-01,6.560597927897465764e-01,2.386358682989931645e-01
1.008457789236373747e+00,7.204981460645243363e-01,6.687544150697048995e-01,2.482588310472844395e-01
1.009517442493460093e+00,7.139458216836720439e-01,6.856014972149961917e-01,2.549820930190765389e-01
1.011456539000016752e+00,7.082830846197301078e-01,7.029902123349119902e-01,2.641862699374085688e-01
1.013947114295267848e+00,7.043510754001373053e-01,7.216857112947925312e-01,2.730301746535889196e-01
1.015615528831025571e+00,6.987012833978881732e-01,7.359578202605076003e-01,2.828033119191668554e-01
1.018978564524814834e+00,6.947200719958962489e-01,7.639744693351840921e-01,2.908019903468304079e-01
1.020795658909408488e+00,6.854961748907554275e-01,7.749011324212808915e-01,2.967604750936682634e-01
1.025168973373492554e+00,6.785935745177085199e-01,7.989357424307401701e-01,3.028045711181789890e-01
1.027798030995625167e+00,6.713762237301100777e-01,8.203827426905654363e-01,3.079370987985145525e-01
1.029147564930186221e+00,6.596193177714808620e-01,8.310439779581242359e-01,3.094018977706006757e-01
1.032689452848311928e+00,6.531723699598838140e-01,8.494237076713161416e-01,3.152371383933985638e-01
1.036551434161862240e+00,6.492309080171135838e-01,8.749982169103133200e-01,3.191511348135053772e-01
1.037570524803854921e+00,6.414958208801514461e-01,8.863363610735163212e-01,3.196861160367608368e-01
1.040957877827976441e+00,6.354089158985958274e-01,9.097976188081322579e-01,3.265572372143963897e-01
1.042646603296719432e+00,6.304535865881989443e-01,9.269583783916357511e-01,3.287509443804390030e-01
1.044691541753816511e+00,6.213431150762965816e-01,9.433309818599109331e-01,3.280370307867984669e-01
1.048238083730192560e+00,6.139931558723429328e-01,9.674726246948704977e-01,3.294048466657504837e-01
1.050267971871986505e+00,6.030580455860544697e-01,9.832774721025374642e-01,3.303453195225707906e-01
1.050570845073522941e+00,5.918600359188560533e-01,9.911275583939443967e-01,3.237453033441891614e-01
1.056301735835021960e+00,5.886472260297065384e-01,1.024631698689613124e+00,3.242100486286899619e-01
1.056572305519453803e+00,5.796455231950818909e-01,1.035376973667123446e+00,3.225802880512527726e-01
1.055020046860065452e+00,5.680271706165519463e-01,1.039513666253944590e+00,3.170154733309478168e-01
1.054775330942826495e+00,5.606316370008679328e-01,1.053176819314265877e+00,3.140312470860443517e-01
1.052950205259735261e+00,5.489540934129167882e-01,1.055698611154497479e+00,3.098766372887583609e-01
1.051206477769394132e+00,5.363549852477061952e-01,1.057035711518771848e+00,3.043771644830977063e-01
1.053200620224790551e+00,5.275757250723264180e-01,1.073779580560907609e+00,2.970736513923628030e-01
1.053132523521107533e+00,5.166374896421435103e-01,1.080413851271381898e+00,2.884469967259726264e-01
1.054438726947090732e+00,5.086408874793962864e-01,1.091124162611646353e+00,2.810363334580301409e-01
1.054739025295800436e+00,4.995746598216395107e-01,1.104313698505757557e+00,2.734221607793216324e-01
1.053120039329242363e+00,4.859513373006888459e-01,1.102566148646851429e+00,2.648518913222321358e-01
1.050530006844784925e+00,4.759145785967429099e-01,1.100499468131194369e+00,2.553205377247329544e-01
1.053382711065873778e+00,4.716269279827323690e-01,1.114075137841183061e+00,2.531471473836318653e-01
1.051985405472355861e+00,4.623998406754517565e-01,1.115584105236065549e+00,2.416816163435764053e-01
1.050685920682040031e+00,4.527395492726187243e-01,1.111829848819230193e+00,2.317324840330692026e-01
1.050482779068687700e+00,4.473105898988725682e-01,1.122155096929962292e+00,2.197464188419648856e-01
1.050099800540503336e+00,4.398085699367484946e-01,1.124660320119251322e+00,2.093687469317836725e-01
1.044687486155920331e+00,4.256399906569551250e-01,1.108329811807305498e+00,1.927810745043121166e-01
1.043205424834730888e+00,4.161495174660342911e-01,1.110925499754878309e+00,1.853527442502675704e-01
1.042394933763465481e+00,4.085362329659674718e-01,1.115512016382023353e+00,1.735775351011785983e-01
1.038274811073550463e+00,4.005512222760211349e-01,1.101102156606705851e+00,1.596376875317913613e-01
1.035137967090627553e+00,3.930212886667155958e-01,1.094340306120048290e+00,1.473648957322179209e-01
1.032834407240202923e+00,3.883729043300173656e-01,1.090586267451752134e+00,1.334116079349158546e-01
1.027182925991415585e+00,3.796844978567773254e-01,1.067960196321172450e+00,1.152051359311198758e-01
1.023487667486076891e+00,3.757809841946291307e-01,1.057109606667643309e+00,9.757105709780451719e-02
1.022825018260189678e+00,3.722776255546872970e-01,1.057255042584698268e+00,8.643683195913810791e-02
1.020716456999422039e+00,3.659262619502034464e-01,1.047563960492796875e+00,6.990752698273529353e-02
1.017457771883070405e+00,3.599212553269564574e-01,1.035589825658773666e+00,5.575119875672666925e-02
