"Record Length",2500,"Points",-0.00251,0.01596
"Sample Interval",2E-06,s,-0.002508,0.01596
"Trigger Point",1255,"Samples",-0.002506,0.016520001
"Trigger Time",1.0644827586209E-06,s,-0.002504,0.017360001
"",,,-0.002502,0.017640001
"Horizontal Offset",-0.00251,s,-0.0025,0.017920001
,,,-0.002498,0.017640001
,,,-0.002496,0.018480001
,,,-0.002494,0.019040001
,,,-0.002492,0.019880001
,,,-0.00249,0.019880001
,,,-0.002488,0.019600001
,,,-0.002486,0.019600001
,,,-0.002484,0.019880001
,,,-0.002482,0.019880001
,,,-0.00248,0.020720001
,,,-0.002478,0.021840001
,,,-0.002476,0.021000001
,,,-0.002474,0.022400001
,,,-0.002472,0.021000001
,,,-0.00247,0.020720001
,,,-0.002468,0.019880001
,,,-0.002466,0.021560001
,,,-0.002464,0.019320001
,,,-0.002462,0.018480001
,,,-0.00246,0.018480001
,,,-0.002458,0.018480001
,,,-0.002456,0.017080001
,,,-0.002454,0.016800001
,,,-0.002452,0.01596
,,,-0.00245,0.017080001
,,,-0.002448,0.016800001
,,,-0.002446,0.016240001
,,,-0.002444,0.016800001
,,,-0.002442,0.016520001
,,,-0.00244,0.016520001
,,,-0.002438,0.018480001
,,,-0.002436,0.018480001
,,,-0.002434,0.017920001
,,,-0.002432,0.019600001
,,,-0.00243,0.018760001
,,,-0.002428,0.020440001
,,,-0.002426,0.019880001
,,,-0.002424,0.021560001
,,,-0.002422,0.021280001
,,,-0.00242,0.021560001
,,,-0.002418,0.021000001
,,,-0.002416,0.020160001
,,,-0.002414,0.020440001
,,,-0.002412,0.019600001
,,,-0.00241,0.020160001
,,,-0.002408,0.020440001
,,,-0.002406,0.019040001
,,,-0.002404,0.019600001
,,,-0.002402,0.018480001
,,,-0.0024,0.018200001
,,,-0.002398,0.017360001
,,,-0.002396,0.017920001
,,,-0.002394,0.017920001
,,,-0.002392,0.017920001
,,,-0.00239,0.01596
,,,-0.002388,0.01568
,,,-0.002386,0.016520001
,,,-0.002384,0.01568
,,,-0.002382,0.016520001
,,,-0.00238,0.01568
,,,-0.002378,0.016800001
,,,-0.002376,0.016240001
,,,-0.002374,0.018480001
,,,-0.002372,0.017640001
,,,-0.00237,0.018760001
,,,-0.002368,0.019040001
,,,-0.002366,0.018480001
,,,-0.002364,0.020160001
,,,-0.002362,0.018480001
,,,-0.00236,0.019600001
,,,-0.002358,0.021000001
,,,-0.002356,0.021000001
,,,-0.002354,0.022120001
,,,-0.002352,0.021000001
,,,-0.00235,0.021840001
,,,-0.002348,0.021000001
,,,-0.002346,0.020160001
,,,-0.002344,0.021000001
,,,-0.002342,0.020160001
,,,-0.00234,0.019040001
