# TimestampUTC='2026/07/09 09:56:49.618361800';
# ATE=4;
# SamplePeriod_ns=160;
# ME=10;
# Data1Name='Power';
# PowerLeftShift=5;
# Normalization=1;
# NonNormPowRef=1000;
# TriggerGatingReg=32777;
# DynamicUnderSampling=0;
# CyclicRecording=0;
0,   20564,   46802,   6669,   18733
160,   20555,   46813,   6687,   18748
320,   20566,   46791,   6689,   18731
480,   20572,   46815,   6669,   18746
640,   20581,   46802,   6669,   18733
800,   20584,   46804,   6689,   18731
960,   20585,   46831,   6697,   18729
1120,   20582,   46816,   6664,   18757
1280,   20597,   46782,   6667,   18740
1440,   20578,   46789,   6657,   18733
1600,   20579,   46806,   6684,   18742
1760,   20576,   46804,   6677,   18744
1920,   20566,   46802,   6682,   18746
2080,   20542,   46787,   6662,   18735
2240,   20536,   46813,   6674,   18735
2400,   20530,   46809,   6685,   18739
2560,   20503,   46820,   6677,   18728
2720,   20522,   46824,   6692,   18724
2880,   20545,   46813,   6687,   18735
3040,   20549,   46811,   6667,   18737
3200,   20548,   46815,   6695,   18733
3360,   20555,   46791,   6677,   18731
3520,   20564,   46816,   6689,   18731
3680,   20589,   46793,   6672,   18729
3840,   20589,   46831,   6684,   18729
4000,   20607,   46784,   6674,   18738
4160,   20600,   46795,   6692,   18728
4320,   20591,   46818,   6672,   18742
4480,   20565,   46780,   6672,   18742
4640,   20580,   46793,   6684,   18729
4800,   20548,   46787,   6674,   18735
4960,   20532,   46813,   6674,   18735
5120,   20525,   46800,   6674,   18748
5280,   20533,   46800,   6674,   18735
5440,   20525,   46800,   6687,   18735
5600,   20536,   46800,   6674,   18722
5760,   20512,   46811,   6680,   18737
5920,   20526,   46811,   6680,   18737
6080,   20537,   46825,   6674,   18735
6240,   20551,   46802,   6682,   18733
6400,   20558,   46816,   6677,   18731
6560,   20597,   46806,   6684,   18729
6720,   20597,   46782,   6667,   18740
6880,   20607,   46797,   6674,   18726
7040,   20591,   46820,   6692,   18753
7200,   20596,   46795,   6692,   18728
7360,   20574,   46804,   6689,   18744
7520,   20557,   46804,   6677,   18731
7680,   20567,   46789,   6669,   18733
7840,   20539,   46811,   6667,   18737
8000,   20548,   46813,   6687,   18735
8160,   20536,   46811,   6692,   18737
8320,   20534,   46811,   6680,   18711
8480,   20524,   46811,   6680,   18711
8640,   20549,   46811,   6680,   18711
8800,   20542,   46800,   6662,   18735
8960,   20571,   46789,   6682,   18733
9120,   20549,   46798,   6667,   18737
9280,   20575,   46804,   6689,   18744
9440,   20588,   46793,   6684,   18742
9600,   20604,   46807,   6679,   18728
9760,   20605,   46780,   6684,   18729
9920,   20610,   46806,   6672,   18742
10080,   20595,   46793,   6684,   18729
10240,   20579,   46804,   6664,   18744
10400,   20577,   46802,   6669,   18746
10560,   20570,   46791,   6677,   18744
10720,   20569,   46816,   6689,   18744
10880,   20564,   46787,   6674,   18710
11040,   20546,   46786,   6654,   18737
11200,   20551,   46786,   6667,   18724
11360,   20558,   46813,   6687,   18735
11520,   20553,   46789,   6682,   18733
11680,   20577,   46802,   6669,   18746
11840,   20572,   46816,   6689,   18719
12000,   20569,   46802,   6669,   18746
12160,   20584,   46806,   6672,   18729
12320,   20593,   46806,   6672,   18742
12480,   20591,   46793,   6672,   18755
12640,   20588,   46816,   6689,   18744
12800,   20585,   46791,   6652,   18744
12960,   20596,   46791,   6677,   18719
13120,   20588,   46793,   6684,   18742
13280,   20578,   46791,   6677,   18731
13440,   20563,   46775,   6662,   18722
13600,   20553,   46800,   6674,   18735
13760,   20541,   46800,   6687,   18735
13920,   20556,   46787,   6662,   18722
14080,   20543,   46786,   6654,   18749
14240,   20556,   46789,   6682,   18733
14400,   20552,   46787,   6662,   18722
14560,   20557,   46787,   6662,   18748
14720,   20566,   46802,   6682,   18746
14880,   20564,   46778,   6664,   18744
15040,   20561,   46804,   6689,   18744
15200,   20596,   46793,   6659,   18755
15360,   20591,   46780,   6672,   18729
15520,   20581,   46791,   6664,   18731
15680,   20599,   46793,   6684,   18717
15840,   20585,   46804,   6677,   18744
16000,   20582,   46791,   6689,   18719
16160,   20570,   46789,   6682,   18733
