# TimestampUTC='2026/06/25 13:37:45.955068300';
# ATE=3;
# SamplePeriod_ns=80;
# ME=15;
# Data1Name='Power';
# PowerLeftShift=6;
# Normalization=1;
# NonNormPowRef=1000;
# TriggerGatingReg=32777;
# DynamicUnderSampling=0;
# CyclicRecording=0;
0,   21061,   50302,   11660,   14854
80,   21100,   50346,   11644,   14894
160,   21092,   50328,   11653,   14864
240,   21169,   50308,   11623,   14871
320,   21161,   50325,   11639,   14892
400,   21195,   50377,   11702,   14864
480,   21240,   50288,   11606,   14881
560,   21162,   50337,   11639,   14880
640,   21135,   50302,   11636,   14878
720,   21130,   50317,   11625,   14875
800,   21061,   50303,   11666,   14827
880,   21087,   50296,   11632,   14882
960,   21167,   50319,   11688,   14798
1040,   21162,   50340,   11653,   14876
1120,   21072,   50289,   11639,   14855
1200,   21114,   50285,   11641,   14844
1280,   21112,   50355,   11655,   14897
1360,   21193,   50269,   11643,   14824
1440,   21097,   50362,   11688,   14867
1520,   21069,   50292,   11638,   14863
1600,   21120,   50345,   11660,   14858
1680,   21106,   50280,   11650,   14838
1760,   21004,   50368,   11676,   14872
1840,   21073,   50334,   11653,   14893
1920,   21079,   50270,   11627,   14835
2000,   21029,   50305,   11659,   14862
2080,   21076,   50271,   11636,   14821
2160,   21086,   50317,   11646,   14849
2240,   21102,   50331,   11643,   14873
2320,   21115,   50389,   11690,   14888
2400,   21144,   50367,   11680,   14861
2480,   21106,   50327,   11645,   14890
2560,   21130,   50331,   11680,   14836
2640,   21077,   50294,   11655,   14824
2720,   21083,   50354,   11708,   14837
2800,   21074,   50294,   11643,   14861
2880,   21099,   50282,   11651,   14835
2960,   21124,   50341,   11687,   14863
3040,   21096,   50279,   11653,   14839
3120,   21132,   50281,   11643,   14836
3200,   21049,   50328,   11678,   14852
3280,   21122,   50319,   11639,   14884
3360,   21078,   50244,   11634,   14813
3440,   21151,   50344,   11676,   14847
3520,   21109,   50318,   11667,   14836
3600,   21078,   50270,   11627,   14835
3680,   21078,   50305,   11634,   14862
3760,   21077,   50308,   11648,   14871
3840,   21054,   50268,   11634,   14849
3920,   21085,   50296,   11632,   14869
4000,   21092,   50353,   11687,   14851
4080,   21118,   50305,   11646,   14837
4160,   21039,   50316,   11629,   14876
4240,   21010,   50309,   11641,   14868
4320,   21152,   50323,   11662,   14867
4400,   21078,   50316,   11666,   14864
4480,   21103,   50317,   11634,   14862
4560,   21129,   50305,   11659,   14825
4640,   21107,   50316,   11592,   14913
4720,   21131,   50353,   11662,   14900
4800,   21078,   50331,   11655,   14848
4880,   21060,   50317,   11646,   14849
4960,   21107,   50331,   11643,   14885
5040,   21108,   50244,   11609,   14825
5120,   21150,   50317,   11638,   14863
5200,   21160,   50314,   11660,   14854
5280,   21145,   50315,   11657,   14853
5360,   21172,   50317,   11646,   14849
5440,   21180,   50336,   11647,   14882
5520,   21121,   50303,   11620,   14877
5600,   21194,   50303,   11653,   14852
5680,   21187,   50312,   11655,   14856
5760,   21176,   50311,   11671,   14833
5840,   21275,   50351,   11709,   14842
5920,   21212,   50357,   11673,   14874
6000,   21133,   50314,   11636,   14866
6080,   21153,   50353,   11662,   14863
6160,   21158,   50366,   11699,   14851
6240,   21128,   50340,   11653,   14864
6320,   21044,   50344,   11651,   14872
6400,   21158,   50344,   11701,   14835
6480,   21097,   50326,   11636,   14866
6560,   21078,   50365,   11690,   14876
6640,   21059,   50331,   11651,   14872
6720,   21030,   50295,   11660,   14846
6800,   21142,   50354,   11695,   14862
6880,   21044,   50364,   11694,   14841
6960,   21071,   50270,   11627,   14823
7040,   21011,   50368,   11676,   14859
7120,   21025,   50319,   11676,   14835
7200,   21071,   50284,   11669,   14820
7280,   21095,   50320,   11623,   14883
7360,   21099,   50245,   11630,   14811
7440,   21148,   50317,   11659,   14874
7520,   21164,   50277,   11624,   14866
7600,   21100,   50277,   11636,   14817
7680,   21141,   50268,   11634,   14837
7760,   21197,   50314,   11685,   14817
7840,   21171,   50276,   11627,   14855
7920,   21152,   50290,   11632,   14853
8000,   21135,   50326,   11648,   14854
8080,   21059,   50255,   11638,   14838
8160,   21119,   50331,   11639,   14884
8240,   21177,   50319,   11639,   14896
8320,   21156,   50337,   11652,   14867
8400,   21103,   50267,   11625,   14863
8480,   21149,   50343,   11680,   14861
8560,   21165,   50340,   11629,   14901
8640,   21170,   50337,   11652,   14867
8720,   21143,   50316,   11666,   14827
8800,   21100,   50366,   11674,   14875
8880,   21145,   50330,   11659,   14849
8960,   21102,   50304,   11662,   14838
9040,   21125,   50281,   11622,   14862
9120,   21041,   50328,   11666,   14864
9200,   20991,   50331,   11664,   14847
9280,   21001,   50311,   11671,   14854
9360,   21021,   50285,   11641,   14856
9440,   21063,   50323,   11625,   14892
9520,   21000,   50282,   11615,   14884
9600,   21057,   50286,   11637,   14842
9680,   21050,   50295,   11648,   14858
9760,   21061,   50343,   11667,   14861
9840,   21062,   50295,   11664,   14823
9920,   20989,   50269,   11643,   14836
10000,   21044,   50309,   11644,   14857
10080,   21052,   50236,   11579,   14844
10160,   21045,   50320,   11648,   14846
10240,   21073,   50320,   11660,   14871
10320,   21101,   50318,   11643,   14861
10400,   21121,   50294,   11630,   14848
10480,   21150,   50352,   11681,   14877
10560,   21223,   50241,   11620,   14841
10640,   21126,   50347,   11674,   14859
10720,   21196,   50315,   11645,   14865
10800,   21171,   50264,   11627,   14831
10880,   21223,   50314,   11673,   14842
10960,   21242,   50324,   11655,   14844
11040,   21127,   50324,   11655,   14844
11120,   21123,   50351,   11685,   14842
11200,   21115,   50327,   11645,   14865
11280,   21192,   50293,   11659,   14837
11360,   21127,   50336,   11708,   14833
11440,   21176,   50360,   11708,   14833
11520,   21147,   50303,   11645,   14841
11600,   21268,   50358,   11690,   14860
11680,   21209,   50321,   11657,   14861
11760,   21200,   50276,   11619,   14844
11840,   21079,   50264,   11627,   14818
11920,   21167,   50306,   11630,   14861
12000,   21129,   50278,   11645,   14841
12080,   21116,   50304,   11613,   14875
12160,   21168,   50318,   11655,   14848
12240,   21139,   50314,   11673,   14854
12320,   21118,   50278,   11620,   14853
12400,   21031,   50338,   11648,   14878
12480,   21055,   50295,   11660,   14834
12560,   21011,   50331,   11655,   14873
12640,   20945,   50333,   11657,   14857
12720,   21044,   50326,   11648,   14887
12800,   21092,   50333,   11657,   14857
12880,   21084,   50344,   11664,   14872
12960,   21080,   50356,   11688,   14859
13040,   21032,   50391,   11720,   14874
13120,   21098,   50346,   11669,   14869
13200,   21095,   50307,   11627,   14896
13280,   21051,   50394,   11709,   14871
13360,   21162,   50358,   11681,   14869
13440,   21155,   50329,   11662,   14875
13520,   21129,   50256,   11646,   14800
13600,   21229,   50327,   11645,   14865
13680,   21162,   50349,   11655,   14869
13760,   21071,   50331,   11655,   14873
13840,   21175,   50318,   11667,   14836
13920,   21157,   50340,   11678,   14839
14000,   21148,   50330,   11646,   14886
14080,   21122,   50338,   11697,   14830
14160,   21160,   50318,   11655,   14836
14240,   21168,   50352,   11657,   14877
14320,   21198,   50360,   11671,   14894
14400,   21214,   50289,   11660,   14842
14480,   21173,   50277,   11624,   14854
14560,   21172,   50341,   11650,   14887
14640,   21229,   50314,   11660,   14842
14720,   21168,   50275,   11634,   14845
14800,   21158,   50337,   11664,   14880
14880,   21232,   50339,   11657,   14877
14960,   21236,   50249,   11641,   14823
15040,   21152,   50385,   11667,   14893
15120,   21152,   50303,   11632,   14853
15200,   21067,   50288,   11655,   14844
15280,   21097,   50307,   11639,   14872
15360,   21083,   50331,   11655,   14848
15440,   21100,   50357,   11660,   14883
15520,   21002,   50342,   11659,   14862
15600,   21102,   50298,   11662,   14830
15680,   21064,   50318,   11655,   14861
15760,   21087,   50309,   11628,   14893
15840,   21080,   50295,   11664,   14835
15920,   21133,   50308,   11636,   14883
16000,   21092,   50355,   11655,   14885
16080,   21120,   50331,   11676,   14859
16160,   21129,   50330,   11659,   14849
16240,   21137,   50352,   11681,   14877
16320,   21112,   50317,   11650,   14863
16400,   21084,   50317,   11662,   14863
16480,   21143,   50308,   11660,   14846
16560,   21159,   50362,   11701,   14843
16640,   21145,   50329,   11662,   14863
16720,   21223,   50317,   11646,   14849
16800,   21185,   50361,   11667,   14893
16880,   21178,   50299,   11634,   14882
16960,   21216,   50314,   11660,   14854
17040,   21222,   50336,   11647,   14894
17120,   21183,   50336,   11634,   14894
17200,   21175,   50373,   11704,   14856
17280,   21213,   50276,   11631,   14856
17360,   21167,   50350,   11639,   14904
17440,   21219,   50327,   11681,   14853
17520,   21210,   50358,   11666,   14872
17600,   21161,   50301,   11627,   14855
17680,   21124,   50327,   11694,   14816
17760,   21121,   50340,   11666,   14876
17840,   21109,   50327,   11669,   14865
17920,   21057,   50329,   11638,   14875
18000,   21094,   50332,   11648,   14883
18080,   21094,   50328,   11653,   14876
18160,   21081,   50329,   11650,   14863
18240,   21050,   50291,   11641,   14852
18320,   21036,   50321,   11669,   14857
18400,   21070,   50284,   11632,   14857
18480,   21040,   50281,   11643,   14848
18560,   21065,   50332,   11648,   14858
18640,   21083,   50319,   11651,   14859
18720,   21018,   50303,   11641,   14852
18800,   21103,   50284,   11607,   14869
18880,   21007,   50317,   11638,   14887
18960,   21011,   50307,   11676,   14835
19040,   21069,   50310,   11637,   14892
19120,   21104,   50269,   11618,   14836
19200,   21116,   50329,   11638,   14875
19280,   21106,   50366,   11650,   14887
19360,   21175,   50337,   11676,   14843
19440,   21146,   50346,   11690,   14848
19520,   21132,   50311,   11647,   14882
19600,   21225,   50347,   11687,   14859
19680,   21188,   50323,   11662,   14871
19760,   21196,   50375,   11697,   14866
19840,   21211,   50326,   11660,   14854
19920,   21181,   50297,   11641,   14872
20000,   21212,   50363,   11660,   14891
20080,   21221,   50324,   11680,   14820
20160,   21236,   50311,   11647,   14870
20240,   21188,   50333,   11657,   14861
20320,   21143,   50336,   11683,   14857
20400,   21235,   50324,   11667,   14844
20480,   21237,   50359,   11674,   14895
20560,   21183,   50321,   11669,   14861
20640,   21190,   50298,   11662,   14846
20720,   21202,   50348,   11671,   14870
20800,   21180,   50311,   11647,   14845
20880,   21091,   50327,   11669,   14853
20960,   21119,   50316,   11641,   14864
21040,   21138,   50342,   11683,   14837
21120,   21093,   50292,   11650,   14826
21200,   21096,   50354,   11683,   14862
21280,   21104,   50366,   11671,   14886
21360,   21069,   50316,   11653,   14852
21440,   21082,   50358,   11669,   14882
21520,   21029,   50342,   11695,   14813
21600,   21107,   50345,   11660,   14895
